Index1,Index2,Index3,Value1,Value2
acet,NAT,acet_O_trimer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[274.696399 181.968441 112.708717  61.885839  25.154213  -1.016882
 -19.345488 -31.892847 -40.213683 -45.464303 -48.498973 -49.947287
 -50.272068 -49.812547 -48.816598 -47.46477  -45.887911 -44.179991
 -42.407606 -40.617579 -38.843303 -37.108876 -35.431043 -33.820349
 -32.28258  -30.820217 -29.433573 -28.121452 -26.881695 -25.711387
 -24.607224 -23.565695 -22.583158 -21.656039 -20.780859 -19.954344
 -19.17336  -18.435016 -17.736539 -17.075415 -16.449213 -15.855729
 -15.292857 -14.758673 -14.251323 -13.769121 -13.310515 -12.87404
 -12.458308 -12.062086 -11.68425  -11.323664 -10.979376 -10.650436
 -10.33602  -10.035317  -9.747608  -9.472204  -9.208421  -8.955682
  -8.71344   -8.481064  -8.2581    -8.044033  -7.838386  -7.640732
  -7.450608  -7.267656  -7.091451  -6.921717  -6.758044  -6.600142
  -6.447757  -6.300582  -6.158399  -6.02095   -5.888026  -5.759439
  -5.634978  -5.514472  -5.397755  -5.284683  -5.175085  -5.068824
  -4.96581   -4.865873]"
acet,NAT,acet_O_tetramer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[ 4.51780557e+04  2.28838678e+04  1.20045843e+04  6.63565049e+03
  3.97035842e+03  2.55761046e+03  1.76664328e+03  1.34850793e+03
  1.12991983e+03  1.01645025e+03  9.56428142e+02  8.41726322e+02
  7.32208183e+02  6.43675884e+02  5.24882673e+02  4.19217673e+02
  3.26003187e+02  2.43667682e+02  1.71137071e+02  1.07702401e+02
  5.28329010e+01  6.03995600e+00 -3.32204420e+01 -6.55870170e+01
 -9.17678000e+01 -1.12504464e+02 -1.28539199e+02 -1.40581364e+02
 -1.49278610e+02 -1.55208799e+02 -1.58880526e+02 -1.60732782e+02
 -1.61138147e+02 -1.60408648e+02 -1.58802157e+02 -1.56529492e+02
 -1.53761288e+02 -1.50634685e+02 -1.47259270e+02 -1.43722077e+02
 -1.40091846e+02 -1.36422617e+02 -1.32756704e+02 -1.29126740e+02
 -1.25557488e+02 -1.22066953e+02 -1.18667941e+02 -1.15369221e+02
 -1.12176479e+02 -1.09092994e+02 -1.06120216e+02 -1.03258142e+02
 -1.00505727e+02 -9.78610190e+01 -9.53214810e+01 -9.28841330e+01
 -9.05456980e+01 -8.83027120e+01 -8.61515790e+01 -8.40886570e+01
 -8.21102420e+01 -8.02126670e+01 -7.83922940e+01 -7.66454900e+01
 -7.49686990e+01 -7.33585140e+01 -7.18115510e+01 -7.03246320e+01
 -6.88946670e+01 -6.75187620e+01 -6.61941740e+01 -6.49183410e+01
 -6.36888160e+01 -6.25033600e+01 -6.13598810e+01 -6.02564350e+01
 -5.91911810e+01 -5.81623930e+01 -5.71684710e+01 -5.62078930e+01
 -5.52791910e+01 -5.43810230e+01 -5.35120040e+01 -5.26708420e+01
 -5.18563240e+01 -5.10672180e+01]"
acet,K,bisector,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 459.58242   317.285543  200.081952  107.860027   37.528903  -14.862885
  -53.09308   -80.400088  -99.41722  -112.223002 -120.426258 -125.253624
 -127.628794 -128.240598 -127.599152 -126.080368 -123.960167 -121.440326
 -118.66784  -115.749264 -112.761442 -109.759437 -106.782384 -103.857789
 -101.004639  -98.235676  -95.559042  -92.979408  -90.498932  -88.117888
  -85.835165  -83.648685  -81.555687  -79.552976  -77.637084  -75.804405
  -74.05128   -72.374078  -70.769222  -69.233233  -67.762711  -66.354384
  -65.005072  -63.711676  -62.471217  -61.280802]"
acet,K,120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[  80.165397   17.303912  -27.664365  -58.8654    -79.843851  -93.422288
 -101.743395 -106.383475 -108.478275 -108.835349 -108.024228 -106.444781
 -104.377122 -102.017032  -99.500283  -96.919026  -94.333624  -91.782359
  -89.289193  -86.869198  -84.531769  -82.282407  -80.123734  -78.056266
  -76.078932  -74.189575  -72.385266  -70.662632  -69.018021  -67.447644
  -65.947716  -64.51447   -63.144273  -61.833586  -60.579036  -59.377416
  -58.225676  -57.120969  -56.06061   -55.042106  -54.063129  -53.121518
  -52.215248  -51.342423  -50.501265  -49.690082]"
acet,K,180,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[  65.263882    2.393332  -41.420333  -70.961036  -90.129484 -101.933632
 -108.609369 -111.776698 -112.587442 -111.848827 -110.120134 -107.785079
 -105.104495 -102.253791  -99.348959  -96.464578  -93.646229  -90.919998
  -88.299505  -85.790931  -83.396077  -81.114051  -78.942181  -76.876595
  -74.912651  -73.045266  -71.269187  -69.579172  -67.970116  -66.43713
  -64.975588  -63.581118  -62.249621  -60.977245  -59.760373  -58.595616
  -57.47977   -56.409837  -55.383008  -54.396647  -53.448301  -52.535673
  -51.656655  -50.809278  -49.991731  -49.202331]"
acet,K,perp,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 109.619805   38.076026  -13.317507  -49.308182  -73.875766  -90.14892
 -100.491208 -106.64262  -109.862558 -111.05272  -110.854808 -109.72415
 -107.98341  -105.860706 -103.515843 -101.058373  -98.561277  -96.071985
  -93.621246  -91.229044  -88.90824   -86.666788  -84.50902   -82.43668
  -80.449532  -78.546049  -76.723777  -74.979635  -73.310274  -71.712141
  -70.181613  -68.715123  -67.30926   -65.960678  -64.666179  -63.422815
  -62.227716  -61.078286  -59.971978  -58.906521  -57.879694  -56.889499
  -55.93399   -55.011362  -54.119926  -53.258064]"
acet,K,acet_O_trimer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[642.300387 490.34746  361.320796 257.123078 175.778998 113.727466
  67.225449  32.911755   7.972553  -9.856871 -22.352551 -30.88196
 -36.484969 -39.946082 -41.854494 -42.650904 -42.663488 -42.135217
 -41.243814 -40.116505 -38.841942 -37.481467 -36.078743 -34.665757
 -33.26603  -31.896521 -30.568804 -29.290454 -28.065906 -26.897334
 -25.785195 -24.728871 -23.726937 -22.777414 -21.878065 -21.026451
 -20.220088 -19.456493 -18.733206 -18.047878 -17.398253 -16.782185
 -16.197623 -15.64267  -15.11553  -14.614495 -14.138025 -13.684647
 -13.252928 -12.84166  -12.44957  -12.075567 -11.71854  -11.377516
 -11.051548 -10.73971  -10.441216 -10.155235  -9.881056  -9.617978
  -9.365386  -9.122651  -8.889244  -8.664658  -8.448435  -8.240151
  -8.039394  -7.845824  -7.659088  -7.47888   -7.304928  -7.136948
  -6.974681  -6.817903  -6.666375  -6.519915  -6.378232  -6.2412
  -6.108623  -5.980276  -5.856021  -5.735659  -5.619037  -5.505996
  -5.396389  -5.290069]"
acet,K,acet_O_tetramer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[ 2.65765203e+04  1.38275568e+04  7.47756092e+03  4.30505603e+03
  2.64359665e+03  1.73708588e+03  1.22161238e+03  9.44206043e+02
  8.00439914e+02  7.31272077e+02  7.08013644e+02  5.54131621e+02
  5.50969708e+02  4.65131590e+02  3.86426536e+02  3.19967020e+02
  2.62104796e+02  2.10041198e+02  1.62197747e+02  1.17934984e+02
  7.71616050e+01  4.00205320e+01  6.69442400e+00 -2.26977740e+01
 -4.81440090e+01 -6.97479880e+01 -8.77158550e+01 -1.02332266e+02
 -1.13932244e+02 -1.22874901e+02 -1.29521026e+02 -1.34216916e+02
 -1.37283226e+02 -1.39008154e+02 -1.39643997e+02 -1.39407193e+02
 -1.38480129e+02 -1.37014351e+02 -1.35134194e+02 -1.32940728e+02
 -1.30516041e+02 -1.27926779e+02 -1.25227107e+02 -1.22460537e+02
 -1.19662121e+02 -1.16859547e+02 -1.14074506e+02 -1.11323978e+02
 -1.08620986e+02 -1.05975108e+02 -1.03393556e+02 -1.00881200e+02
 -9.84413960e+01 -9.60759250e+01 -9.37857110e+01 -9.15707480e+01
 -8.94304090e+01 -8.73635870e+01 -8.53688770e+01 -8.34446050e+01
 -8.15888860e+01 -7.97997050e+01 -7.80751010e+01 -7.64129760e+01
 -7.48111750e+01 -7.32676520e+01 -7.17802400e+01 -7.03469400e+01
 -6.89656250e+01 -6.76343080e+01 -6.63508800e+01 -6.51133800e+01
 -6.39197510e+01 -6.27680740e+01 -6.16563820e+01 -6.05827070e+01
 -5.95452620e+01 -5.85422020e+01 -5.75717880e+01 -5.66323650e+01
 -5.57224080e+01 -5.48403470e+01 -5.39849170e+01 -5.31547760e+01
 -5.23487590e+01 -5.15657890e+01]"
acet,RB,bisector,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 712.851342  529.837602  373.834761  246.074857  145.355521   68.121604
   10.11362   -32.690485  -63.717892  -85.747084 -100.973482 -111.102273
 -117.442788 -120.994362 -122.515    -122.57502  -121.600882 -119.910293
 -117.739338 -115.263313 -112.611035 -109.871888 -107.100981 -104.330317
 -101.582218  -98.876626  -96.23224   -93.665428  -91.189068  -88.811844
  -86.538029  -84.367726  -82.297584  -80.321816  -78.433342  -76.624794
  -74.889266  -73.220759  -71.614351  -70.066193  -68.573385  -67.133799
  -65.745891  -64.408507  -63.120697  -61.881559]"
acet,RB,120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 162.329636   80.481498   20.380614  -22.780561  -53.043398  -73.711004
  -87.379184  -96.022182 -101.10202  -103.675015 -104.493396 -104.094701
 -102.866929 -101.091968  -98.975775  -96.668559  -94.2763    -91.867835
  -89.482926  -87.142592  -84.858517  -82.638906  -80.490892  -78.420909
  -76.434235  -74.534329  -72.722319  -70.996825  -69.354209  -67.789185
  -66.295617  -64.86729   -63.498508  -62.184435  -60.921212  -59.705888
  -58.536254  -57.410629  -56.327645  -55.28607   -54.284669  -53.322126
  -52.396997  -51.507711  -50.652589  -49.829882]"
acet,RB,180,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 148.307068   65.282235    5.569083  -36.348403  -65.003581  -83.982489
  -96.020186 -103.146745 -106.840038 -108.16209  -107.874223 -106.523919
 -104.502186 -102.083343  -99.456562  -96.750026  -94.047462  -91.399326
  -88.831959  -86.356487  -83.976562  -81.693302  -79.507252  -77.418511
  -75.426335  -73.528853  -71.723036  -70.004881  -68.369695  -66.812435
  -65.328012  -63.911531  -62.558432  -61.264569  -60.026223  -58.840095
  -57.703267  -56.613151  -55.567419  -54.563932  -53.600661  -52.675626
  -51.786862  -50.932397  -50.110267  -49.318527]"
acet,RB,perp,"[2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1
 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.  5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9
 6. ]","[-105.295548 -107.006777 -107.251972 -106.488739 -105.046717 -103.164726
 -101.01621   -98.724846  -96.374317  -94.017269  -91.68542   -89.398566
  -87.17022   -85.010213  -82.925616  -80.920973  -78.998385  -77.157729
  -75.397064  -73.71319   -72.102197  -70.559913  -69.082224  -67.665193
  -66.305249  -64.999096  -63.743746  -62.536471  -61.374765  -60.256311
  -59.178952  -58.14067   -57.139561  -56.173818  -55.241719  -54.341614
  -53.471919]"
acet,RB,acet_O_trimer,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.1 6.2 6.3 6.4 6.5 6.6 6.7 6.8
 6.9 7.  7.1 7.2 7.3 7.4 7.5 7.6 7.7 7.8 7.9 8. ]","[930.635032 726.929587 563.482405 420.666129 304.146255 212.370762
 141.712466  88.19073   48.202918  18.727673  -2.678819 -17.950072
 -28.595512 -35.785448 -40.420816 -43.18752  -44.602325 -45.051487
 -44.821653 -44.123629 -43.110331 -41.890551 -40.540804 -39.115382
 -37.653999 -36.186738 -34.736763 -33.322201 -31.956762 -30.650354
 -29.409046 -28.235435 -27.128787 -26.085648 -25.101112 -24.169261
 -23.284526 -22.441827 -21.637096 -20.867276 -20.130194 -19.424368
 -18.748943 -18.103459 -17.487548 -16.900856 -16.342927 -15.813058
 -15.310412 -14.833773 -14.381889 -13.953314 -13.546624 -13.160248
 -12.7928   -12.442902 -12.109201 -11.790515 -11.485683 -11.193768
 -10.913779 -10.644852 -10.386246 -10.137298  -9.897375  -9.665896]"
